year,BUYER_COUNTY,BUYER_STATE,opioid_converted_grams,FIPS,population
2008.0,CHARLTON,GA,1923.4509072375001,13049,10833.0
2008.0,CHASE,NE,514.2954375,31029,3616.0
2008.0,CHATHAM,GA,62655.3416017,13051,251151.0
2008.0,CHATHAM,NC,11036.59242,37037,63373.0
2008.0,CHATTOOGA,GA,10390.2185475875,13055,26845.0
2008.0,CHAUTAUQUA,KS,1592.1134025000001,20019,3756.0
2008.0,CHAUTAUQUA,NY,44392.6647515875,36013,133595.0
2008.0,CHAVES,NM,21693.514376400002,35005,62998.0
2008.0,CHEATHAM,TN,13449.2154075,47021,39532.0
2008.0,CHEBOYGAN,MI,12574.4891295,26031,26485.0
2008.0,CHELAN,WA,25442.207420362498,53007,71308.0
2008.0,CHEMUNG,NY,21032.0764749,36015,87902.0
2008.0,CHENANGO,NY,13523.955057,36017,50937.0
2008.0,CHEROKEE,AL,14371.870397474999,01019,24413.0
2008.0,CHEROKEE,GA,57124.9160397,13057,210115.0
2008.0,CHEROKEE,IA,1068.828525,19035,11501.0
2008.0,CHEROKEE,KS,4482.5715945,20021,21178.0
2008.0,CHEROKEE,NC,22243.4929359,37039,26561.0
2008.0,CHEROKEE,OK,19686.045212,40021,45667.0
2008.0,CHEROKEE,SC,23867.6640600875,45021,54629.0
2008.0,CHEROKEE,TX,9788.96823045,48073,48235.0
2008.0,CHERRY,NE,1459.5969038624999,31031,5575.0
2008.0,CHESAPEAKECITY,VA,43135.87090575,51550,220319.0
2008.0,CHESHIRE,NH,21191.312344500002,33005,77182.0
2008.0,CHESTER,PA,119724.553213525,42029,493281.0
2008.0,CHESTER,SC,5375.254903999999,45023,32732.0
2008.0,CHESTER,TN,3524.77632,47023,16284.0
2008.0,CHESTERFIELD,SC,18504.932803725,45025,43072.0
2008.0,CHESTERFIELD,VA,70364.502171225,51041,303852.0
2008.0,CHEYENNE,CO,237.34605,08017,1779.0
2008.0,CHEYENNE,KS,619.9293749999999,20023,2728.0
2008.0,CHEYENNE,NE,3253.5272625000002,31033,9871.0
2008.0,CHICKASAW,IA,531.3445875,19037,12071.0
2008.0,CHICKASAW,MS,4704.991927499999,28017,18759.0
2008.0,CHICOT,AR,3363.0941384999996,05017,12045.0
2008.0,CHILDRESS,TX,2748.7375781625,48075,7562.0
2008.0,CHILTON,AL,16460.104046612498,01021,42696.0
2008.0,CHIPPEWA,MI,10589.320981500001,26033,38786.0
2008.0,CHIPPEWA,MN,1207.8939255,27023,12378.0
2008.0,CHIPPEWA,WI,8971.356576,55017,60286.0
2008.0,CHISAGO,MN,7634.5144095000005,27025,50326.0
2008.0,CHITTENDEN,VT,46492.286127,50007,151367.0
2008.0,CHOCTAW,AL,5140.0329368,01023,14083.0
2008.0,CHOCTAW,MS,1094.3535375000001,28019,9067.0
2008.0,CHOCTAW,OK,6280.5120135,40023,14885.0
2008.0,CHOUTEAU,MT,958.083075,30015,5190.0
2008.0,CHOWAN,NC,2428.74003,37041,14688.0
2008.0,CHRISTIAN,IL,7171.6256295,17021,34467.0
2008.0,CHRISTIAN,KY,19866.3681830625,21047,79690.0
2008.0,CHRISTIAN,MO,28980.431421449997,29043,75646.0
2008.0,CHURCHILL,NV,9757.0976143125,32001,24808.0
2008.0,CIALES,PR,63.473325,72039,
2008.0,CIBOLA,NM,2512.8972345,35006,27200.0
2008.0,CIDRA,PR,1086.99315,72041,
2008.0,CIMARRON,OK,258.92006250000003,40025,2585.0
2008.0,CITRUS,FL,71761.4176846625,12017,140865.0
2008.0,CLACKAMAS,OR,188604.1829871875,41005,381229.0
2008.0,CLAIBORNE,LA,5019.091694287499,22027,16281.0
2008.0,CLAIBORNE,MS,1286.2012725,28021,10813.0
2008.0,CLAIBORNE,TN,44260.2888147625,47025,31289.0
2008.0,CLALLAM,WA,48294.070592925,53009,70937.0
2008.0,CLARE,MI,16747.3460559,26035,30349.0
2008.0,CLARENDON,SC,14366.1777128625,45027,33104.0
2008.0,CLARION,PA,8709.5140563,42031,39753.0
2008.0,CLARK,AR,5643.958962,05019,23883.0
2008.0,CLARK,IL,3403.07373,17023,16788.0
2008.0,CLARK,IN,60149.747659175,18019,107040.0
2008.0,CLARK,KS,880.756449,20025,2079.0
2008.0,CLARK,KY,19413.7386595,21049,35767.0
2008.0,CLARK,MO,1868.608701,29045,7160.0
2008.0,CLARK,NV,1154199.2733832626,32003,1879093.0
2008.0,CLARK,OH,52468.8216607875,39023,139818.0
2008.0,CLARK,SD,105.33075,46025,3477.0
2008.0,CLARK,WA,288267.955215975,53011,424666.0
2008.0,CLARK,WI,2264.6037375,55019,33496.0
2008.0,CLARKE,AL,6588.210366125,01025,26264.0
2008.0,CLARKE,GA,56575.8145161875,13059,115154.0
2008.0,CLARKE,IA,3147.7047745125,19039,9085.0
2008.0,CLARKE,MS,4790.2430275875,28023,17335.0
2008.0,CLARKE,VA,757.199511225,51043,14562.0
2008.0,CLATSOP,OR,20789.330622675,41007,37093.0
2008.0,CLAY,AL,4652.726585,01027,13807.0
2008.0,CLAY,AR,4097.4941625,05021,15774.0
2008.0,CLAY,FL,98532.9259160125,12019,185102.0
2008.0,CLAY,GA,753.0275775,13061,3164.0
2008.0,CLAY,IA,2442.1470645,19041,16617.0
2008.0,CLAY,IL,1910.181645,17025,13663.0
2008.0,CLAY,IN,8550.63162,18021,26665.0
2008.0,CLAY,KS,2622.381750225,20027,8796.0
2008.0,CLAY,KY,20280.55676635,21051,23805.0
2008.0,CLAY,MN,7828.994065500001,27027,55732.0
2008.0,CLAY,MO,63143.7341958125,29047,223370.0
2008.0,CLAY,MS,4398.140445,28025,20716.0
2008.0,CLAY,NC,4570.320540225,37043,10301.0
2008.0,CLAY,NE,144.014721675,31035,6270.0
2008.0,CLAY,SD,1518.7592625,46027,13597.0
2008.0,CLAY,TN,9381.3886125,47027,7895.0
2008.0,CLAY,TX,1537.196132025,48077,10933.0
2008.0,CLAY,WV,1914.735525,54015,10043.0
2008.0,CLAYTON,GA,47524.0962295625,13063,276009.0
2008.0,CLAYTON,IA,1313.5806375,19043,17555.0
2008.0,CLEARCREEK,CO,2121.3759375,08019,8910.0
2008.0,CLEARFIELD,PA,21394.6180951125,42033,82574.0
2008.0,CLEARWATER,ID,3690.0920385,16035,8155.0
2008.0,CLEARWATER,MN,1545.6169125,27029,8246.0
2008.0,CLEBURNE,AL,2148.062175,01029,14736.0
2008.0,CLEBURNE,AR,7872.690032,05023,25334.0
2008.0,CLERMONT,OH,84522.6973078125,39025,195417.0
2008.0,CLEVELAND,AR,79.24003136249999,05025,8597.0
2008.0,CLEVELAND,NC,35415.171580175,37045,99034.0
2008.0,CLEVELAND,OK,82354.9803813,40027,240568.0
2008.0,CLINCH,GA,3073.6119338625,13065,7089.0
2008.0,CLINTON,IA,8108.4773265,19045,49062.0
2008.0,CLINTON,IL,2835.210573,17027,36402.0
2008.0,CLINTON,IN,9079.9878615,18023,34271.0
2008.0,CLINTON,KY,10962.846369500001,21053,9507.0
2008.0,CLINTON,MI,19937.66733645,26037,69818.0
2008.0,CLINTON,MO,7695.5301473625,29049,21022.0
2008.0,CLINTON,NY,24129.488323499998,36019,81699.0
2008.0,CLINTON,OH,24160.000956725,39027,43152.0
2008.0,CLINTON,PA,10042.709582025,42035,36992.0
2008.0,CLOUD,KS,3335.2301625,20029,9302.0
2008.0,COAHOMA,MS,6379.9875025,28027,27184.0
2008.0,COAL,OK,922.439475,40029,5672.0
2008.0,COAMO,PR,1591.6578,72043,
2008.0,COBB,GA,178359.76641769998,13067,704822.0
2008.0,COCHISE,AZ,51387.538719937496,04003,128425.0
2008.0,COCKE,TN,43870.2353575,47029,35804.0
2008.0,COCONINO,AZ,33009.961254125,04005,128426.0
2008.0,CODINGTON,SD,4367.5444875,46029,26223.0
2008.0,COFFEE,AL,13586.458572225001,01031,47773.0
2008.0,COFFEE,GA,19587.6475,13069,40742.0
2008.0,COFFEE,TN,30088.348149475,47031,52173.0
2008.0,COFFEY,KS,3875.0683305000002,20031,8442.0
2008.0,COLBERT,AL,37824.0479776875,01033,54626.0
2008.0,COLE,MO,24446.1681613125,29051,74388.0
2008.0,COLEMAN,TX,827.79438,48083,8578.0
2008.0,COLES,IL,9296.029965,17029,52111.0
2008.0,COLFAX,NE,448.058265,31037,10061.0
2008.0,COLFAX,NM,3588.8919585000003,35007,12929.0
2008.0,COLLETON,SC,10546.2248415875,45029,39349.0
2008.0,COLLIER,FL,147472.347386,12021,315533.0
2008.0,COLLIN,TX,117747.4545987125,48085,763438.0
2008.0,COLONIALHEIGHTSCITY,VA,11862.4176735,51570,17689.0
2008.0,COLORADO,TX,2353.7271,48089,20672.0
2008.0,COLQUITT,GA,8022.176891625,13071,45410.0
2008.0,COLUMBIA,AR,6296.5352895,05027,24104.0
2008.0,COLUMBIA,FL,37731.0171378125,12023,68901.0
2008.0,COLUMBIA,GA,30271.488338675,13073,110491.0
2008.0,COLUMBIA,NY,16237.4838715,36021,61961.0
2008.0,COLUMBIA,OR,18137.0231678625,41009,49339.0
2008.0,COLUMBIA,PA,19306.6485198,42037,65060.0
2008.0,COLUMBIA,WA,786.3158625,53013,3970.0
2008.0,COLUMBIA,WI,25125.825186000002,55021,55139.0
2008.0,COLUMBIANA,OH,29036.995118400002,39029,108106.0
2008.0,COLUMBUS,NC,59412.103032650004,37047,54293.0
2008.0,COLUSA,CA,5944.4909013375,06011,21155.0
2008.0,COMAL,TX,19934.5479735,48091,110119.0
2008.0,COMANCHE,KS,1028.26695,20033,1898.0
2008.0,COMANCHE,OK,42916.944706975,40031,112249.0
2008.0,COMANCHE,TX,2875.8803334,48093,13478.0
2008.0,COMERIO,PR,295.32705,72045,
2008.0,CONCORDIA,LA,4987.3646714999995,22029,18924.0
2008.0,CONECUH,AL,6171.998848499999,01035,13038.0
2008.0,CONEJOS,CO,1992.6692625,08021,7980.0
2008.0,CONTRACOSTA,CA,258755.111788575,06013,1025464.0
2008.0,CONVERSE,WY,2690.0749020375,56009,13263.0
2008.0,CONWAY,AR,6049.360365225,05029,20677.0
2008.0,COOK,GA,3705.4777875,13075,16581.0
2008.0,COOK,IL,437499.2248651625,17031,5256705.0
2008.0,COOK,MN,1138.7208,27031,5491.0
2008.0,COOKE,TX,13162.323901862499,48097,38430.0
2008.0,COOPER,MO,4286.4009975,29053,17326.0
2008.0,COOS,NH,14207.4642490875,33007,31917.0
2008.0,COOS,OR,34326.9452538375,41011,62970.0
2008.0,COOSA,AL,915.1193565875001,01037,10724.0
2008.0,COPIAH,MS,5742.642098175,28029,29228.0
2008.0,COROZAL,PR,597.477945,72047,
2008.0,CORSON,SD,0.09081,46031,4120.0
2008.0,CORTLAND,NY,15472.508856,36023,48131.0
2008.0,CORYELL,TX,7885.151328,48099,73062.0
2008.0,COSHOCTON,OH,7157.1468383625,39031,35917.0
2008.0,COTTON,OK,1258.780905,40033,6267.0
2008.0,COTTONWOOD,MN,1802.860987125,27033,11232.0
2008.0,COVINGTON,AL,15956.1158985875,01039,36646.0
2008.0,COVINGTON,MS,5253.4995963625,28031,20489.0
2008.0,COVINGTONCITY,VA,3967.611198,51580,6183.0
2008.0,COWETA,GA,29889.1807380375,13077,123416.0
2008.0,COWLEY,KS,12706.945325762501,20035,33988.0
2008.0,COWLITZ,WA,68422.2560882125,53015,101537.0
2008.0,CRAIG,OK,4650.596915,40035,15101.0
2008.0,CRAIG,VA,1179.42237,51045,5052.0
2008.0,CRAIGHEAD,AR,31193.07399345,05031,93419.0
2008.0,CRANE,TX,666.578625,48103,4021.0
2008.0,CRAVEN,NC,47982.798347175,37049,97401.0
2008.0,CRAWFORD,AR,35109.80314050001,05033,59577.0
2008.0,CRAWFORD,GA,1191.9975,13079,12553.0
2008.0,CRAWFORD,IA,1396.97094,19047,16399.0
2008.0,CRAWFORD,IL,5977.211325,17033,19415.0
2008.0,CRAWFORD,IN,2810.6214,18025,10705.0
2008.0,CRAWFORD,KS,12008.660749949999,20037,38871.0
2008.0,CRAWFORD,MI,10820.6292413625,26039,14428.0
2008.0,CRAWFORD,MO,7547.4434361,29055,23877.0
2008.0,CRAWFORD,OH,13609.273378725,39033,43738.0
2008.0,CRAWFORD,PA,28155.6609633625,42039,88524.0
2008.0,CRAWFORD,WI,5520.3608834999995,55023,16794.0
2008.0,CREEK,OK,33857.8183463625,40037,69514.0
2008.0,CRENSHAW,AL,2787.044915,01041,13686.0
2008.0,CRISP,GA,5917.923433725,13081,22233.0
2008.0,CRITTENDEN,AR,12590.8294185875,05035,52561.0
2008.0,CRITTENDEN,KY,8783.1761398875,21055,9214.0
2008.0,CROCKETT,TN,2577.7683340875,47033,14460.0
2008.0,CROCKETT,TX,268.0077,48105,3792.0
2008.0,CROOK,OR,6701.249832,41013,22892.0
2008.0,CROOK,WY,302.9697,56011,6554.0
2008.0,CROSBY,TX,891.76272,48107,6210.0
2008.0,CROSS,AR,4266.40503,05037,18718.0
2008.0,CROWWING,MN,10964.2388475,27035,62345.0
2008.0,CROWLEY,CO,1386.728025,08025,6498.0
2008.0,CULLMAN,AL,36166.4985222625,01043,81518.0
2008.0,CULPEPER,VA,12135.689632725,51047,46264.0
2008.0,CUMBERLAND,IL,1017.6532125,17035,10803.0
2008.0,CUMBERLAND,KY,3449.5169008625,21057,6762.0
2008.0,CUMBERLAND,ME,124428.9938159,23005,277512.0
2008.0,CUMBERLAND,NC,85411.2822595,37051,310686.0
2008.0,CUMBERLAND,NJ,65276.296329900004,34011,156784.0
2008.0,CUMBERLAND,PA,86348.3025349875,42041,230329.0
2008.0,CUMBERLAND,TN,30312.613607812502,47035,53765.0
2008.0,CUMBERLAND,VA,458.394951,51049,9636.0
2008.0,CUMING,NE,756.823725,31039,9204.0
2008.0,CURRITUCK,NC,2819.3342147625,37053,24160.0
2008.0,CURRY,NM,10600.137597,35009,43806.0
2008.0,CURRY,OR,15851.0226040875,41015,21235.0
2008.0,CUSTER,ID,689.9634000000001,16037,4196.0
2008.0,CUSTER,MT,6454.325475000001,30017,11103.0
2008.0,CUSTER,NE,2045.6022750000002,31041,10808.0
2008.0,CUSTER,OK,11054.264287225,40039,26272.0
2008.0,CUSTER,SD,2297.69505,46033,7917.0
2008.0,CUYAHOGA,OH,316735.349901075,39035,1282880.0
2008.0,DADE,GA,6268.744413,13083,16132.0
2008.0,DADE,MO,2243.6623035000002,29057,7465.0
2008.0,DAKOTA,MN,56900.241748612505,27037,393528.0
2008.0,DAKOTA,NE,2028.100575,31043,20339.0
2008.0,DALE,AL,11876.191552175,01045,48400.0
2008.0,DALLAM,TX,1053.006825,48111,6265.0
2008.0,DALLAS,AL,14590.618203362501,01047,42627.0
2008.0,DALLAS,AR,1454.7098288625,05039,8107.0
2008.0,DALLAS,IA,6240.4181625,19049,59977.0
2008.0,DALLAS,MO,4351.2407205,29059,16799.0
2008.0,DALLAS,TX,399684.3958449,48113,2411921.0
2008.0,DANE,WI,142465.603186575,55025,483298.0
2008.0,DANIELS,MT,132.09705,30019,1688.0
2008.0,DANVILLECITY,VA,21672.2054658625,51590,44595.0
2008.0,DARE,NC,17964.97803345,37055,34052.0
2008.0,DARKE,OH,7258.8688515,39037,51988.0
2008.0,DARLINGTON,SC,39847.38988695,45031,66863.0
2008.0,DAUPHIN,PA,79505.5727853,42043,258222.0
2008.0,DAVIDSON,NC,52263.23645295,37057,157991.0
2008.0,DAVIDSON,TN,249766.0406617375,47037,628207.0
2008.0,DAVIE,NC,18097.4844473625,37059,41082.0
2008.0,DAVIESS,IN,12623.684476499999,18027,30318.0
2008.0,DAVIESS,KY,31818.187678437498,21059,94621.0
2008.0,DAVIESS,MO,597.1428,29061,8041.0
2008.0,DAVIS,IA,583.0027915875,19051,8573.0
2008.0,DAVIS,UT,105604.339750325,49011,295061.0
2008.0,DAVISON,SD,2389.0389525,46035,18898.0
2008.0,DAWES,NE,1469.22705,31045,8692.0
2008.0,DAWSON,GA,11166.2495272,13085,22104.0
2008.0,DAWSON,MT,3302.18922,30021,8524.0
2008.0,DAWSON,NE,1958.532810225,31047,24848.0
2008.0,DAWSON,TX,1275.101415,48115,13735.0
2008.0,DAY,SD,484.4244375,46037,5525.0
2008.0,DEBACA,NM,455.04776250000003,35011,1861.0
2008.0,DEKALB,AL,23249.6073399875,01049,68894.0
2008.0,DEKALB,IN,7607.7516225,18033,42023.0
2008.0,DESOTO,FL,7953.604365,12027,35036.0
2008.0,DESOTO,LA,5600.3561384,22031,26483.0
2008.0,DEWITT,TX,5092.135665,48123,19626.0
2008.0,DEAFSMITH,TX,2066.0797125,48117,18420.0
2008.0,DEARBORN,IN,28298.4790095,18029,50087.0
2008.0,DECATUR,GA,7571.150938,13087,28754.0
2008.0,DECATUR,IA,1253.6646194999998,19053,8201.0
2008.0,DECATUR,IN,9967.926777,18031,25117.0
2008.0,DECATUR,KS,606.8859568125,20039,2912.0
2008.0,DECATUR,TN,8573.1570398625,47039,11537.0
2008.0,DEERLODGE,MT,3807.94975995,30023,8904.0
2008.0,DEFIANCE,OH,7809.1819725000005,39039,38524.0
2008.0,DEKALB,GA,85291.170137926,13089,740426.0
2008.0,DEKALB,IL,10329.371575500001,17037,106503.0
2008.0,DEKALB,MO,849.7801275,29063,12181.0
2008.0,DEKALB,TN,11290.6630863,47041,18898.0
2008.0,DELNORTE,CA,16896.4754709,06015,28873.0
2008.0,DELAWARE,IA,942.8741625,19055,17335.0
2008.0,DELAWARE,IN,59513.2442105125,18035,114897.0
2008.0,DELAWARE,NY,13349.562101000001,36025,45938.0
2008.0,DELAWARE,OH,51448.301628475,39041,164913.0
2008.0,DELAWARE,OK,8429.0223930375,40041,40463.0
2008.0,DELAWARE,PA,263814.8605324875,42045,556251.0
2008.0,DELTA,CO,14316.6061115625,08029,30834.0
2008.0,DELTA,MI,9005.3608065,26041,37243.0
2008.0,DENT,MO,6774.638555025,29065,15079.0
2008.0,DENTON,TX,111688.2384379375,48121,637516.0
2008.0,DENVER,CO,92224.92823248751,08031,593086.0
2008.0,DESMOINES,IA,9130.9910985,19057,40803.0
2008.0,DESCHUTES,OR,46984.7183688,41017,157730.0
2008.0,DESHA,AR,2757.9117118125,05041,13478.0
2008.0,DESOTO,MS,42033.223000175,28033,155156.0
2008.0,DEUEL,NE,478.39020000000005,31049,1873.0
2008.0,DEUEL,SD,300.400575,46039,4233.0
2008.0,DEWEY,OK,653.10043065,40043,4416.0
2008.0,DEWITT,IL,1669.7606595,17039,16272.0
2008.0,DICKENS,TX,240.1698,48125,2416.0
2008.0,DICKENSON,VA,13971.380065,51051,16176.0
2008.0,DICKEY,ND,560.599452,38021,5262.0
2008.0,DICKINSON,IA,2067.8850735,19059,16644.0
2008.0,DICKINSON,KS,3224.9296615875,20041,19203.0
2008.0,DICKINSON,MI,9858.00102,26043,26883.0
2008.0,DICKSON,TN,18975.0257209875,47043,47915.0
2008.0,DILLON,SC,12953.123726400001,45033,30778.0
2008.0,DIMMIT,TX,1233.074505,48127,9739.0
2008.0,DINWIDDIE,VA,670.705233,51053,26299.0
2008.0,DISTRICTOFCOLUMBIA,DC,81629.1778755,11001,590074.0
2008.0,DIVIDE,ND,222.07776,38023,1998.0
2008.0,DIXIE,FL,3247.389765,12029,14846.0
2008.0,DIXON,NE,94.09440000000001,31051,6265.0
2008.0,DODDRIDGE,WV,816.3842999999999,54017,7212.0
2008.0,DODGE,GA,10191.8438325,13091,19764.0
2008.0,DODGE,MN,869.754,27039,19664.0
2008.0,DODGE,NE,12106.8847925,31053,35662.0
2008.0,DODGE,WI,15493.7349893625,55027,87843.0
2008.0,DONAANA,NM,44196.1337894875,35013,201428.0
2008.0,DONLEY,TX,373.339815,48129,3715.0
2008.0,DOOLY,GA,625.0068675,13093,11517.0
2008.0,DOOR,WI,6933.1192965,55029,27854.0
2008.0,DORADO,PR,556.5202275,72051,
2008.0,DORCHESTER,MD,9152.669473725,24019,32017.0
2008.0,DORCHESTER,SC,39241.876405999996,45035,127830.0
2008.0,DOUGHERTY,GA,18057.377613225,13095,95322.0
2008.0,DOUGLAS,CO,52718.079335125,08035,281138.0
2008.0,DOUGLAS,GA,51642.592885575,13097,128111.0
2008.0,DOUGLAS,IL,2171.9887694999998,17041,19313.0
2008.0,DOUGLAS,KS,22327.9938458625,20045,114752.0
2008.0,DOUGLAS,MN,9043.881791362499,27041,36224.0
2008.0,DOUGLAS,MO,2895.0560509875,29067,13584.0
2008.0,DOUGLAS,NE,112951.8225484375,31055,503087.0
2008.0,DOUGLAS,NV,20598.1524580875,32005,45741.0
2008.0,DOUGLAS,OR,57045.594595350005,41019,103529.0
2008.0,DOUGLAS,SD,250.648875,46043,2968.0
2008.0,DOUGLAS,WA,8470.7345713875,53017,36993.0
2008.0,DOUGLAS,WI,13114.199100000002,55031,43936.0
2008.0,DREW,AR,4285.491075,05043,18652.0
2008.0,DUBOIS,IN,14784.8024745,18037,41442.0
2008.0,DUBUQUE,IA,11491.7317085,19061,92589.0
2008.0,DUCHESNE,UT,4625.1746375,49013,16926.0
2008.0,DUKES,MA,10021.8961463625,25007,15772.0
2008.0,DUNDY,NE,243.976425,31057,1949.0
2008.0,DUNKLIN,MO,16544.39121135,29069,31326.0
2008.0,DUNN,ND,309.489366,38025,3315.0
2008.0,DUNN,WI,4140.947479500001,55033,42714.0
2008.0,DUPAGE,IL,109122.83874997501,17043,927382.0
2008.0,DUPLIN,NC,12118.053801,37061,53025.0
2008.0,DURHAM,NC,73072.6248125625,37063,263048.0
2008.0,DUTCHESS,NY,83128.5760669125,36027,292500.0
2008.0,DUVAL,FL,408809.2550861,12031,853116.0
2008.0,DUVAL,TX,255.1308,48131,12026.0
2008.0,DYER,TN,16598.945685,47045,37722.0
2008.0,EAGLE,CO,10304.2288868,08037,52019.0
2008.0,EARLY,GA,1673.1304920375,13099,11698.0
2008.0,EASTBATONROUGE,LA,272554.562223675,22033,431024.0
2008.0,EASTCARROLL,LA,797.8328879999999,22035,8140.0
2008.0,EASTFELICIANA,LA,3576.45391275,22037,20958.0
2008.0,EASTLAND,TX,5639.0507606625,48133,18212.0
2008.0,EATON,MI,26366.5901268,26045,106816.0
2008.0,EAUCLAIRE,WI,17885.2823385,55035,98209.0
2008.0,ECTOR,TX,38313.1453568125,48135,131180.0
2008.0,EDDY,ND,209.8125,38027,2375.0
2008.0,EDDY,NM,14877.959691312499,35015,51774.0
2008.0,EDGAR,IL,3024.1753665,17045,18624.0
2008.0,EDGECOMBE,NC,10481.8286296125,37065,52399.0
2008.0,EDGEFIELD,SC,1317.8890965,45037,25588.0
2008.0,EDMONSON,KY,2191.2079575,21061,11997.0
2008.0,EDMUNDS,SD,168.8711625,46045,3967.0
2008.0,EDWARDS,IL,1299.9982455,17047,6496.0
2008.0,EDWARDS,KS,200.4859125,20047,3097.0
2008.0,EDWARDS,TX,6.054,48137,1944.0
2008.0,EFFINGHAM,GA,9306.2356755,13103,52110.0
2008.0,EFFINGHAM,IL,8614.487018,17049,34274.0
2008.0,ELDORADO,CA,73239.4252406625,06017,177009.0
2008.0,ELPASO,CO,158121.77319615002,08041,595359.0
2008.0,ELPASO,TX,67691.2108600375,48141,738416.0
2008.0,ELBERT,CO,2350.0979299875,08039,22938.0
2008.0,ELBERT,GA,10830.8322785,13105,20575.0
2008.0,ELK,KS,556.9238595,20049,3010.0
2008.0,ELK,PA,12533.4747015,42047,32274.0
2008.0,ELKHART,IN,38050.371417,18039,200125.0
2008.0,ELKO,NV,11321.1096915,32007,47184.0
2008.0,ELLIOTT,KY,2616.4167374999997,21063,8665.0
2008.0,ELLIS,KS,6749.368796362501,20051,27477.0
2008.0,ELLIS,OK,630.3091125,40045,3877.0
2008.0,ELLIS,TX,26046.936640875,48139,147909.0
2008.0,ELLSWORTH,KS,1121.269875675,20053,6234.0
2008.0,ELMORE,AL,21185.536576925,01051,78125.0
2008.0,ELMORE,ID,4126.5307875,16039,29143.0
2008.0,EMANUEL,GA,11300.1004125,13107,22973.0
2008.0,EMERY,UT,10837.7623625,49015,10470.0
2008.0,EMMET,IA,860.6111198624999,19063,10364.0
2008.0,EMMET,MI,19563.263772225,26047,33570.0
2008.0,EMMONS,ND,733.269753,38029,3445.0
2008.0,ERATH,TX,8591.2537275,48143,35793.0
2008.0,ERIE,NY,351863.7064966,36029,909858.0
2008.0,ERIE,OH,23434.255229362498,39043,77339.0
2008.0,ERIE,PA,76838.0422614875,42049,279647.0
2008.0,ESCAMBIA,AL,14679.3221192625,01053,37532.0
2008.0,ESCAMBIA,FL,116136.8439933875,12033,302776.0
2008.0,ESSEX,MA,212236.8409720625,25009,737365.0
2008.0,ESSEX,NJ,211613.8859132375,34013,767075.0
2008.0,ESSEX,NY,6168.8655795,36031,37740.0
2008.0,ESSEX,VA,2616.28464,51057,11007.0
2008.0,ESSEX,VT,51.862776000000004,50009,6459.0
2008.0,ESTILL,KY,4620.865251125,21065,14899.0
2008.0,ETOWAH,AL,89648.582787625,01055,103435.0
2008.0,EUREKA,NV,0.45405,32011,1599.0
2008.0,EVANGELINE,LA,15881.1522735,22039,35455.0
2008.0,EVANS,GA,6166.5833775,13109,11587.0
2008.0,FAIRBANKSNORTHSTAR,AK,16788.3276775125,02090,98351.0
2008.0,FAIRFAX,VA,160320.74484095,51059,1019402.0
2008.0,FAIRFAXCITY,VA,7350.804904725,51600,24066.0
2008.0,FAIRFIELD,CT,270060.3932778125,09001,894401.0
2008.0,FAIRFIELD,OH,51653.244101625,39045,142299.0
2008.0,FAIRFIELD,SC,3587.7211065,45039,23458.0
2008.0,FAJARDO,PR,1940.85465,72053,
2008.0,FALLRIVER,SD,2295.7362,46047,7167.0
2008.0,FALLON,MT,662.4388965,30025,2666.0
2008.0,FALLS,TX,1984.921155,48145,16794.0
2008.0,FALLSCHURCHCITY,VA,6235.412592,51610,11358.0
2008.0,FANNIN,GA,13813.790705,13111,22701.0
2008.0,FANNIN,TX,6378.5743125,48147,33018.0
2008.0,FARIBAULT,MN,1075.9697565,27043,14654.0
2008.0,FAULK,SD,322.742925,46049,2276.0
2008.0,FAULKNER,AR,23535.4540995375,05045,107289.0
2008.0,FAUQUIER,VA,26882.111856075,51061,67240.0
2008.0,FAYETTE,AL,4968.441345,01057,17577.0
2008.0,FAYETTE,GA,26421.2094834275,13113,106398.0
2008.0,FAYETTE,IA,3777.98562795,19065,20238.0
2008.0,FAYETTE,IL,2871.756867,17051,20957.0
2008.0,FAYETTE,IN,18173.888580500003,18041,24236.0
2008.0,FAYETTE,KY,90450.878707675,21067,292240.0
2008.0,FAYETTE,OH,13165.3374202125,39047,28198.0
2008.0,FAYETTE,PA,89887.023047425,42051,143289.0
2008.0,FAYETTE,TN,5542.2081625875,47047,38229.0
2008.0,FAYETTE,TX,4577.0696213625,48149,22805.0
2008.0,FAYETTE,WV,18605.4838465,54019,46284.0
2008.0,FENTRESS,TN,20525.3557828125,47049,17624.0
2008.0,FERGUS,MT,2364.3516225,30027,11168.0
2008.0,FERRY,WA,2288.68455,53019,7393.0
2008.0,FILLMORE,MN,1540.0108125,27045,20903.0
2008.0,FILLMORE,NE,1526.3176577250001,31059,5998.0
2008.0,FINNEY,KS,5796.657556087501,20055,40925.0
2008.0,FISHER,TX,656.70417,48151,3907.0
2008.0,FLAGLER,FL,30727.470412450002,12035,90700.0
2008.0,FLATHEAD,MT,57954.7670495875,30029,89104.0
2008.0,FLEMING,KY,4135.9490625,21069,14722.0
2008.0,FLORENCE,SC,69254.6481454625,45041,133368.0
2008.0,FLORIDA,PR,54.98505,72054,
2008.0,FLOYD,GA,55643.388875900004,13115,95696.0
2008.0,FLOYD,IA,1869.2345205000001,19067,16031.0
2008.0,FLOYD,IN,60672.4559803125,18043,73777.0
2008.0,FLOYD,KY,36696.914358,21071,41975.0
